S154960728,Cackling Goose,Branta hutchinsii,319,1,US-NJ,Hunterdon,L268855,Assiscong Marsh,40.5421129,-74.8491669,2023-11-22,08:14 AM,eBird - Traveling Count,29,1,.41,,1,,,"Mixed sun and cloud, low 40s"
S154965155,Cackling Goose,Branta hutchinsii,319,1,US-NJ,Hunterdon,L246835,Round Valley Recreation Area,40.6203699,-74.8522139,2023-11-22,09:27 AM,eBird - Stationary Count,30,1,,,1,,,"Cloudy, mid 40s. Swimming area"
S153265094,Canada Goose,Branta canadensis,330,X,US-VT,Addison,L715236,Dead Creek WMA IBA--Gage Road,44.0737892,-73.3289552,2023-10-28,02:21 PM,eBird - Traveling Count,28,1,1.309,,2,,Around 80,"Mixed sun and overcast, low 60F, breezy"
S194775470,Canada Goose,Branta canadensis,330,12,US-VT,Addison,L165288,Kingsland Bay State Park,44.2390323,-73.3001328,2024-09-11,10:00 AM,eBird - Casual Observation,,0,,,1,,,"Incidental list from the day, 5 hours"
S154766818,Canada Goose,Branta canadensis,330,12,US-NJ,Atlantic,L598883,Edwin B. Forsythe NWR--East Pool,39.4531611,-74.4145203,2023-11-19,10:10 AM,eBird - Traveling Count,51,1,.354,,1,,,"Sunny, mid 40s"
S154749601,Canada Goose,Branta canadensis,330,2,US-NJ,Atlantic,L1774964,Edwin B. Forsythe NWR--Leeds Eco-Trail,39.4636714,-74.4487429,2023-11-19,07:10 AM,eBird - Stationary Count,33,1,,,1,,,"Sunny, high 30s"
S154758226,Canada Goose,Branta canadensis,330,5,US-NJ,Atlantic,L598880,Edwin B. Forsythe NWR--Southwest Pool,39.4621738,-74.4368362,2023-11-19,09:05 AM,eBird - Stationary Count,15,1,,,1,,,"Sunny, low 40s"
S169769569,Canada Goose,Branta canadensis,330,4,US-NJ,Bergen,L23415055,"13-40 Comerford Pl, Fair Lawn US-NJ (40.9425,-74.1027)",40.942508,-74.102737,2024-04-22,07:10 AM,eBird - Traveling Count,9,1,.555,,1,,,"Sunny, high 30s"
S169933920,Canada Goose,Branta canadensis,330,2,US-NJ,Bergen,L389007,Richard W. DeKorte Park,40.7833,-74.1025167,2024-04-23,06:49 AM,eBird - Traveling Count,182,1,4.923,,1,,,"Sunny, low 40s to low 50s"
S196073476,Canada Goose,Branta canadensis,330,11,US-NJ,Bergen,L389007,Richard W. DeKorte Park,40.7833,-74.1025167,2024-09-22,06:31 AM,eBird - Traveling Count,194,1,5.643,,1,,,"63F, sunny"
S132879574,Canada Goose,Branta canadensis,330,X,US-NJ,Bergen,L5128892,Saddle River Pathway,40.9521423,-74.0992391,2023-04-06,04:14 PM,eBird - Traveling Count,90,1,4.828,,2,,Around 20,"Breezy, partly cloudy, mid 70s. Casual walking IDing species and not counting."
S196199759,Canada Goose,Branta canadensis,330,188,US-NJ,Bergen,L229904,The Celery Farm,41.0364972,-74.1271909,2024-09-23,06:32 AM,eBird - Traveling Count,81,1,2.132,,1,,,"Overcast, 61F"
S155120202,Canada Goose,Branta canadensis,330,11,US-PA,Bucks,L28066194,"100 Washington Ave, Newtown US-PA (40.2292,-74.9354)",40.229198,-74.935382,2023-11-24,04:09 PM,eBird - Casual Observation,,0,,,1,F Flyover
S179337783,Canada Goose,Branta canadensis,330,70,US-VT,Chittenden,L32839862,"838–1108 O'Neil Rd, Hinesburg US-VT (44.3416,-73.1577)",44.341611,-73.15767,2024-06-04,05:52 AM,eBird - Stationary Count,125,1,,,1,F Flyover,,"Mid 60s, clear skies, very light southerly breeze. Birded with Jim Mead for a while and briefly with Gail W."
S123442418,Canada Goose,Branta canadensis,330,30,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2022-12-04,09:24 AM,eBird - Traveling Count,107,1,3.546,,2,,,"Mix of cloud and sun, temperature in low 30s. Saw and heard more birds than could confidently identify, particularly 2 waterfowl species and a sparrow/ wren flock. Entertaining red squirrels were abundant"
S163796178,Canada Goose,Branta canadensis,330,5,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2024-03-05,09:35 AM,eBird - Traveling Count,113,1,5.465,,1,,,"Partly cloudy, high 40s F"
S176945718,Canada Goose,Branta canadensis,330,4,US-VT,Chittenden,L751908,Colchester Pond - Colchester (186 acres),44.5546324,-73.1198448,2024-05-25,05:39 AM,eBird - Traveling Count,165,1,2.249,,1,FL Recently Fledged Young,,"Sunny, 50F. Western and southern fields. Very melodious morning."
S180330457,Canada Goose,Branta canadensis,330,19,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-06-09,07:40 AM,eBird - Stationary Count,30,1,,,1,FL Recently Fledged Young,,"Mid 50s, steady rain. Stationary at bridge"
S195327001,Canada Goose,Branta canadensis,330,56,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-09-15,08:49 AM,eBird - Traveling Count,143,1,1.642,,2,,,"67F at the start to 75F at the end. Heavy fog with low visibility until around 9:30, which then fully lifted within a 5 minute period. Very cool"
S195842449,Canada Goose,Branta canadensis,330,54,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-09-20,04:58 PM,eBird - Traveling Count,89,1,2.142,,2,,"8, 12, 30, 4","Sunny, 74F"
S196574274,Canada Goose,Branta canadensis,330,1,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-09-26,05:18 PM,eBird - Traveling Count,89,1,1.967,,2,,,"63F, partly cloudy, 6mph southwest wind"
S196804197,Canada Goose,Branta canadensis,330,1,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-09-28,04:09 PM,eBird - Traveling Count,57,1,1.149,,4,,,"Sunny, 71F, no breeze"
S197200619,Canada Goose,Branta canadensis,330,5,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-10-01,05:02 PM,eBird - Traveling Count,91,1,2.525,,2,,,"67F, clear skies"
S197606611,Canada Goose,Branta canadensis,330,43,US-VT,Chittenden,L165376,Delta Park IBA,44.5333652,-73.2777677,2024-10-05,09:01 AM,eBird - Traveling Count,98,1,.792,,1,,"4, 29, 10","Sunny, 60, no breeze"
S122907080,Canada Goose,Branta canadensis,330,16,US-VT,Chittenden,L21737325,Home - Actual location within 300 meters,44.454052,-73.201428,2022-11-22,03:10 PM,eBird - Casual Observation,,0,,,1,,,"Flock of geese flying directly overhead. A larger formation of about 16 Canada geese, with a smaller formation of about 4 cackling geese in the middle and slightly above the Canada flock. Cackling geese had what seemed to be identical plumage, but were roughly half the size."
S161175916,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L21737325,Home - Actual location within 300 meters,44.454052,-73.201428,2023-03-21,06:49 AM,eBird - Stationary Count,8,1,,,1
S131435086,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L21737325,Home - Actual location within 300 meters,44.454052,-73.201428,2023-03-21,07:06 AM,eBird - Stationary Count,8,0,,,1,,Heard,"Overcast, low 30s"
S195786379,Canada Goose,Branta canadensis,330,500,US-VT,Chittenden,L21737325,Home - Actual location within 300 meters,44.454052,-73.201428,2024-09-20,09:43 AM,eBird - Stationary Count,11,1,,,1,F Flyover,Conservative count. A single group flyover,"Overcast, 64F",623944007
S168370609,Canada Goose,Branta canadensis,330,3,US-VT,Chittenden,L3004435,LaPlatte Headwaters Town Forest,44.2982505,-73.0942713,2024-04-13,06:49 AM,eBird - Traveling Count,119,1,3.503,,1,F Flyover,,"Low 40s, partly cloudy transitioning to mostly cloudy. Breezy 15 mph. Brief light rain near the end."
S145398875,Canada Goose,Branta canadensis,330,26,US-VT,Chittenden,L208970,LaPlatte River and Marshes (S of Bay Road),44.3929279,-73.2312618,2023-07-23,10:23 AM,eBird - Traveling Count,60,1,1.095,,1,F Flyover,,"High 70s, sunny. Many mosquitoes and frogs along trail"
S176705658,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L208970,LaPlatte River and Marshes (S of Bay Road),44.3929279,-73.2312618,2024-05-24,06:20 AM,eBird - Traveling Count,68,1,.881,,1,,,"Sunny, 60F"
S133541891,Canada Goose,Branta canadensis,330,18,US-VT,Chittenden,L2298981,Lagoon Road,44.3308753,-73.1263196,2023-04-12,04:02 PM,eBird - Stationary Count,75,1,,,1,,,"Partly cloudy, low 70s, slight breeze. Greater and lesser yellowlegs in the flooded part of the field, always moving away from Canada geese"
S145264764,Canada Goose,Branta canadensis,330,4,US-VT,Chittenden,L2298981,Lagoon Road,44.3308753,-73.1263196,2023-07-22,07:33 AM,eBird - Stationary Count,80,1,,,1,,,"Overcast, high 60sF"
S165271950,Canada Goose,Branta canadensis,330,29,US-VT,Chittenden,L2298981,Lagoon Road,44.3308753,-73.1263196,2024-03-18,07:53 AM,eBird - Traveling Count,29,1,.341,,1,,,"Low 30s, breezy snow"
S168369922,Canada Goose,Branta canadensis,330,37,US-VT,Chittenden,L2298981,Lagoon Road,44.3308753,-73.1263196,2024-04-13,09:03 AM,eBird - Stationary Count,11,1,,,1,,,"Mid 40s, mostly cloudy, breezy 15 mph"
S196583779,Canada Goose,Branta canadensis,330,6,US-VT,Chittenden,L36863973,Lake Champlain pelagic from east of Trembleau Point to Burlington Harbor,44.484505,-73.291946,2024-09-25,04:27 PM,eBird - Traveling Count,65,1,13.537,,26,,,Fifth leg of Lake Champlain pelagic aboard UVM’s research vessel the Marcelle Melosira. Very slow ride heading into 3-5 foot waves.
S136675981,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L752016,Lake Iroquois - Hinesburg (243 acres),44.3699116,-73.0842137,2023-05-08,02:31 PM,eBird - Traveling Count,104,1,2.266,,1,,,"Thin overcast, low 60s, breezy. Beach and trail"
S136816695,Canada Goose,Branta canadensis,330,1,US-VT,Chittenden,L752016,Lake Iroquois - Hinesburg (243 acres),44.3699116,-73.0842137,2023-05-09,05:01 PM,eBird - Stationary Count,14,1,,,1,,,"Sunny, high 50s, slight breeze. On beach"
S131553589,Canada Goose,Branta canadensis,330,18,US-VT,Chittenden,L23180743,"Laplatte River Marsh Na, Shelburne US-VT (44.3985,-73.2348)",44.398489,-73.234849,2023-03-22,02:02 PM,eBird - Traveling Count,167,1,3.613,,1,,,"On and off clouds, mid 40s F. LaPlatte trails and Shelburne Bay sightings"
S134009762,Canada Goose,Branta canadensis,330,X,US-VT,Chittenden,L247935,Macrae Farm Park,44.5238874,-73.231665,2023-04-16,02:15 PM,eBird - Traveling Count,83,1,3.064,,2,,,"80F, sunny. Walk on floodplain forest trail"
S151164835,Canada Goose,Branta canadensis,330,X,US-VT,Chittenden,L247935,Macrae Farm Park,44.5238874,-73.231665,2023-10-01,08:00 AM,eBird - Traveling Count,101,1,2.361,,1,,Distant flocks,"Sunny, up to 60 F. Around 80 AQI from wildfire smoke. Mosquitos still going strong"
S177224797,Canada Goose,Branta canadensis,330,15,US-VT,Chittenden,L247935,Macrae Farm Park,44.5238874,-73.231665,2024-05-26,05:37 AM,eBird - Traveling Count,132,1,2.012,,1,F Flyover,,"Sunny, mid 50s F. Many mosquitoes before the sunlight rose above the horizon."
S163086022,Canada Goose,Branta canadensis,330,5,US-VT,Chittenden,L22532744,"Neighborhood (Including areas of Proctor Ave, Rice HS, Hadley Rd, Joy Dr, Farrell St, and inbetween locations))",44.4520007,-73.2034663,2024-02-27,08:40 AM,eBird - Casual Observation,,0,,,2,,,"Sunny, high 30s and rising"
S195413385,Canada Goose,Branta canadensis,330,350,US-VT,Chittenden,L22532744,"Neighborhood (Including areas of Proctor Ave, Rice HS, Hadley Rd, Joy Dr, Farrell St, and inbetween locations))",44.4520007,-73.2034663,2024-09-16,07:13 PM,eBird - Casual Observation,,0,,,1,F Flyover,"Conservative estimate. I admittedly was not counting closely while on my walk, but rather glancing up to observe each flyover. 15 different flyover groups over a 20 minute period. Heading east towards Lake Champlain for the night","Decided to go on a walk after dinner because I heard so many flyover Canada Geese. Started 7:13, ended 7:45. Last flyover was 7:34 which included the Cackling Goose. 71F, clear skies, evening dusk with large, bright rising moon."
S148270125,Canada Goose,Branta canadensis,330,10,US-VT,Chittenden,L740100,Pine Island Road / Colchester Intervale,44.5213869,-73.2158518,2023-08-27,07:10 PM,eBird - Casual Observation,,0,,,1
S164328075,Canada Goose,Branta canadensis,330,200,US-VT,Chittenden,L740100,Pine Island Road / Colchester Intervale,44.5213869,-73.2158518,2024-03-10,01:00 PM,eBird - Casual Observation,,0,,,1
S148113826,Canada Goose,Branta canadensis,330,X,US-VT,Chittenden,L165351,Red Rocks Park,44.4453,-73.2279,2023-08-26,07:30 AM,eBird - Stationary Count,26,1,,,1,,Heard two flocks go by,"Overcast, light woodland fog, high 60s. Witnessed tree of approx. 80 ft and 1 dbh collapse in half. Activity of feeding chickadee and warbler flock noticeably quieted down in the 30 seconds proceeding it"
S150105153,Canada Goose,Branta canadensis,330,X,US-VT,Chittenden,L8032680,Saint Michael's College Natural Area,44.4966632,-73.1523212,2023-09-17,07:14 AM,eBird - Traveling Count,153,1,3.124,,1,F Flyover,2 different flocks. Around 25,"Sunny, high of 60 F. Bird of the trip: Common Raven"
S156587302,Canada Goose,Branta canadensis,330,47,US-VT,Chittenden,L8032680,Saint Michael's College Natural Area,44.4966632,-73.1523212,2023-12-17,07:53 AM,eBird - Traveling Count,222,1,4.491,,1,F Flyover,"6, 28, 13","Overcast, mid 30s to low 40s. Joined up with a CBC partway through by chance."
S163781503,Canada Goose,Branta canadensis,330,60,US-VT,Chittenden,L165353,Sand Bar State Park,44.6280461,-73.239069,2024-03-05,08:12 AM,eBird - Traveling Count,50,1,1.225,,1,,"13 along shore, remaining flyover (7, 24, 16)","Partly cloudy, mid 40s"
S199673462,Canada Goose,Branta canadensis,330,36,US-VT,Chittenden,L165353,Sand Bar State Park,44.6280461,-73.239069,2024-10-20,04:40 PM,eBird - Stationary Count,22,1,,,1,F Flyover,"22,8, 6","66F, sunny, steady breeze"
S198677204,Canada Goose,Branta canadensis,330,42,US-VT,Chittenden,L165383,Sandbar WMA IBA,44.6204276,-73.2246778,2024-10-13,07:33 AM,eBird - Stationary Count,55,1,,,1,F Flyover,"26, 16","53F, high broken clouds. Everything that’s visible with 8x zoom binoculars"
S125419916,Canada Goose,Branta canadensis,330,50,US-VT,Chittenden,L165354,Shelburne Bay,44.4029098,-73.2323716,2023-01-04,02:43 PM,eBird - Traveling Count,66,1,1.365,,1,,,"Overcast, mid 30s"
S153712178,Canada Goose,Branta canadensis,330,17,US-VT,Chittenden,L165354,Shelburne Bay,44.4029098,-73.2323716,2023-11-04,10:21 AM,eBird - Stationary Count,15,1,,,1,,,"50F, overcast. Using 8x zoom binoculars"
S155576190,Canada Goose,Branta canadensis,330,5,US-VT,Chittenden,L165354,Shelburne Bay,44.4029098,-73.2323716,2023-12-02,07:30 AM,eBird - Stationary Count,14,1,,,1,,,"Mid 40s, foggy, light rain. 8x binoculars"
S176707743,Canada Goose,Branta canadensis,330,26,US-VT,Chittenden,L165354,Shelburne Bay,44.4029098,-73.2323716,2024-05-24,06:02 AM,eBird - Stationary Count,17,1,,,1,FL Recently Fledged Young,16 juveniles
S200339976,Canada Goose,Branta canadensis,330,4,US-VT,Chittenden,L165354,Shelburne Bay,44.4029098,-73.2323716,2024-10-26,12:35 PM,eBird - Stationary Count,15,1,,,1,,,"50F, strong winds, sunny"
S155579915,Canada Goose,Branta canadensis,330,1,US-VT,Chittenden,L2284033,Shelburne Bay Park / Allen Hill,44.4036796,-73.2401848,2023-12-02,08:01 AM,eBird - Traveling Count,51,1,1.609,,1,,,"Mid 40s, foggy, light rain"
S147010089,Canada Goose,Branta canadensis,330,12,US-VT,Chittenden,L236335,Shelburne Farms,44.3958699,-73.2690485,2023-08-11,06:17 PM,eBird - Traveling Count,90,1,4.023,,3,,,"High 70s F, partly cloudy, light breeze. With Emily"
S134405163,Canada Goose,Branta canadensis,330,1,US-VT,Chittenden,L1457027,"Shelburne Pond, Pond Road wetlands (UVM Natural Area)",44.3764908,-73.1481275,2023-04-20,03:33 PM,eBird - Traveling Count,47,1,.164,,1,,,"Sunny, low 50s"
S168376872,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L1457027,"Shelburne Pond, Pond Road wetlands (UVM Natural Area)",44.3764908,-73.1481275,2024-04-13,09:34 AM,eBird - Stationary Count,17,1,,,1,,,"Overcast, mid 40s"
S135328293,Canada Goose,Branta canadensis,330,2,US-VT,Chittenden,L1822905,Shelburne Pond--Fishing Access & UVM Natural Area,44.3774287,-73.1620912,2023-04-28,04:29 PM,eBird - Stationary Count,20,1,,,2,,,"Overcast, low 60s"
S131933448,Canada Goose,Branta canadensis,330,X,US-VT,Chittenden,L1295453,Ti-Haul Trail,44.3913893,-73.2407963,2023-03-26,06:58 PM,eBird - Stationary Count,39,1,,,2,,Many heard flying over the bay,"Mid 40s, overcast. Stationary along the early successional field at the northern end of the trail"
S168970910,Canada Goose,Branta canadensis,330,3,US-VT,Chittenden,L1295453,Ti-Haul Trail,44.3913893,-73.2407963,2024-04-16,07:30 PM,eBird - Stationary Count,50,1,,,2,,,"Mid 40s, partly cloudy"
S152485205,Canada Goose,Branta canadensis,330,21,US-VT,Chittenden,L16858752,Wheeler Nature Park,44.4419613,-73.1704044,2023-10-17,12:15 PM,eBird - Traveling Count,135,1,2.231,,1,,"3, 18","Overcast, 50F"
S193681988,Canada Goose,Branta canadensis,330,21,US-VT,Chittenden,L16858752,Wheeler Nature Park,44.4419613,-73.1704044,2024-09-02,06:31 AM,eBird - Traveling Count,110,1,1.84,,1,F Flyover,"11, 10","High 50sF, mostly sunny. Great morning feeding activity"
S166473954,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L29746113,"20356–20426 Stony Island Ave, Lynwood US-IL Yellow headed Blackbird Alex H's find (41.5267,-87.5782)",41.526664,-87.578234,2024-03-30,09:18 AM,eBird - Stationary Count,8,1,,,2,,,No yhbb for ian
S166572563,Canada Goose,Branta canadensis,330,3,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-30,07:05 PM,eBird - Stationary Count,60,1,,,3,,,High 30s
S166226011,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L5883328,Clark Square Park,42.032989,-87.669795,2024-03-28,07:35 AM,eBird - Stationary Count,11,1,,,1,,,"30F, mostly cloudy but clear along sunrise horizon, 7 mph SW wind"
S166330156,Canada Goose,Branta canadensis,330,9,US-IL,Cook,L18716447,Elliot Park,42.039055,-87.6698011,2024-03-29,07:18 AM,eBird - Stationary Count,24,1,,,1,,,"35F, sunny"
S190045326,Canada Goose,Branta canadensis,330,12,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-08-03,09:00 AM,eBird - Stationary Count,50,1,,,2,,,"Sunny, 81F"
S166528164,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L97587,"Horner Park, Chicago",41.9575945,-87.6961161,2024-03-30,01:15 PM,eBird - Traveling Count,50,1,.805,,2,,,"High 40s, overcast"
S166462850,Canada Goose,Branta canadensis,330,4,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-03-30,07:40 AM,eBird - Traveling Count,41,1,.805,,2,,,"40F, partly cloudy"
S144603604,Canada Goose,Branta canadensis,330,11,US-IL,Cook,L152605,Lake Calumet area--Big Marsh/Park #564,41.6882326,-87.5733733,2023-07-15,08:51 AM,eBird - Traveling Count,60,1,1.609,,2,,,"Immediately after showers, low 70s, thinning clouds"
S190075883,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-03,10:47 AM,eBird - Stationary Count,50,1,,,2,,HO,Lifer stilt and pec for Ian. He fell in the mud but saved my scope :P
S166227261,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L11109224,Lee St. Beach,42.0357994,-87.6698643,2024-03-28,07:55 AM,eBird - Stationary Count,4,1,,,1
S144550397,Canada Goose,Branta canadensis,330,X,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2023-07-14,03:20 PM,eBird - Traveling Count,138,1,2.414,,2,,Harbor,Birding with Ian
S166542820,Canada Goose,Branta canadensis,330,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-03-30,02:30 PM,eBird - Traveling Count,80,1,1.609,,3
S190046985,Canada Goose,Branta canadensis,330,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-08-03,06:15 AM,eBird - Stationary Count,120,1,,,2,,,"Sunny, mid 70s at start. Almost left right before the yellow-headed blackbird!"
S166274213,Canada Goose,Branta canadensis,330,21,US-IL,Cook,L294426,"Northerly Island, Chicago",41.8596139,-87.6085684,2024-03-28,01:53 PM,eBird - Traveling Count,95,1,2.742,,1,,,"47F, mostly sunny"
S166674056,Canada Goose,Branta canadensis,330,33,US-IL,Cook,L294426,"Northerly Island, Chicago",41.8596139,-87.6085684,2024-03-31,11:00 AM,eBird - Traveling Count,90,1,2.414,,1,,,"Low 40s F, mostly cloudy"
S166176328,Canada Goose,Branta canadensis,330,9,US-IL,Cook,L152692,Northwestern University (Main Campus and Lakefill),42.0569,-87.6711,2024-03-27,02:23 PM,eBird - Traveling Count,68,1,2.266,,1,,,"40F, mostly Sunny, 15 mph SW wind"
S144622452,Canada Goose,Branta canadensis,330,32,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2023-07-15,11:13 AM,eBird - Traveling Count,90,1,2.012,,2,,,"Mostly sunny, high 70s"
S166509257,Canada Goose,Branta canadensis,330,7,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-03-30,11:20 AM,eBird - Traveling Count,60,1,1.609,,2,,,"High 40s, sunny transitioning to fog"
S144664814,Canada Goose,Branta canadensis,330,32,US-IL,Cook,L393581,"Techny Basin Conservation Area, Glenview",42.1006584,-87.8073907,2023-07-15,06:27 PM,eBird - Traveling Count,60,1,1.609,,2,FL Recently Fledged Young
S196583816,Canada Goose,Branta canadensis,330,4,US-NY,Essex,L123040,Four Brothers Islands Preserve,44.42861,-73.33444,2024-09-25,01:50 PM,eBird - Traveling Count,44,1,7.61,,26,,,Second leg of Lake Champlain pelagic aboard UVM’s research vessel the Marcelle Melosira. Most birds were observed at the Four Brothers Islands.
